SubjID,Condition,Item,Region,GenderMatch,Referentiality,Phrase,RT,LogRT,Accuracy
1681044381,QuantificationalMatch,5,7,Yes,Quantificational,el taller,538,6.2878585601617845,1
1681234822,QuantificationalMatch,15,5,Yes,Quantificational,atendio,450,6.1092475827643655,1
1681135974,QuantificationalMatch,10,13,Yes,Quantificational,de cine.,530,6.272877006546167,1
1681135974,QuantificationalMatch,10,12,Yes,Quantificational,festival,466,6.1441856341256456,1
1681135974,QuantificationalMatch,10,11,Yes,Quantificational,el proximo,481,6.175867270105761,1
1681154492,QuantificationalMatch,3,2,Yes,Quantificational,a las,216,5.375278407684165,1
1681154492,QuantificationalMatch,3,1,Yes,Quantificational,Las atletas,291,5.673323267171493,1
1681301571,QuantificationalMatch,13,10,Yes,Quantificational,ante,226,5.420534999272286,1
1681044381,QuantificationalMatch,21,5,Yes,Quantificational,fotografio,970,6.877296071497429,1
1681154492,QuantificationalMatch,3,3,Yes,Quantificational,que,208,5.337538079701318,1
1681135988,QuantificationalMatch,14,10,Yes,Quantificational,del curso,466,6.1441856341256456,1
1681236048,QuantificationalMatch,15,7,Yes,Quantificational,la conferencia,299,5.700443573390687,1
1681135974,QuantificationalMatch,18,2,Yes,Quantificational,a los,509,6.2324480165505225,1
1681236048,QuantificationalMatch,15,11,Yes,Quantificational,los efectos,279,5.631211781821365,1
1681144735,QuantificationalMatch,2,1,Yes,Quantificational,Los doctores,298,5.697093486505405,1
1681137487,QuantificationalMatch,13,13,Yes,Quantificational,Humanos.,326,5.786897381366708,1
1681044381,QuantificationalMatch,5,6,Yes,Quantificational,en,414,6.025865973825314,1
1681234822,QuantificationalMatch,15,4,Yes,Quantificational,ninguna presidenta,325,5.783825182329737,1
1681135988,QuantificationalMatch,18,2,Yes,Quantificational,a los,260,5.560681631015528,1
1681053639,QuantificationalMatch,4,6,Yes,Quantificational,al banquete,390,5.966146739123692,1
1681053639,QuantificationalMatch,24,12,Yes,Quantificational,consulta online.,435,6.075346031088684,1
1681053639,QuantificationalMatch,4,4,Yes,Quantificational,ningun conde,361,5.8888779583328805,1
1681301571,QuantificationalMatch,13,12,Yes,Quantificational,de Recursos,297,5.6937321388027,1
1681044051,QuantificationalMatch,23,3,Yes,Quantificational,que,517,6.248042874508429,1
1681135974,QuantificationalMatch,14,1,Yes,Quantificational,Los cientificos,1178,7.071573364211532,1
1681236048,QuantificationalMatch,11,6,Yes,Quantificational,tras,381,5.942799375126701,1
1681144735,QuantificationalMatch,18,10,Yes,Quantificational,desde,424,6.049733455231958,1
1681236048,QuantificationalMatch,15,9,Yes,Quantificational,educar,297,5.6937321388027,1
1681236048,QuantificationalMatch,15,10,Yes,Quantificational,sobre,304,5.717027701406222,1
1681044381,QuantificationalMatch,5,5,Yes,Quantificational,ayudo,632,6.448889394146858,1
1681137487,QuantificationalMatch,13,12,Yes,Quantificational,de Recursos,295,5.68697535633982,1
1681301571,QuantificationalMatch,13,11,Yes,Quantificational,el Comite,290,5.66988092298052,1
1681053639,QuantificationalMatch,4,5,Yes,Quantificational,invito,403,5.998936561946683,1
1681234822,QuantificationalMatch,11,2,Yes,Quantificational,a los,643,6.466144724237619,1
1681236048,QuantificationalMatch,15,2,Yes,Quantificational,a los,317,5.75890177387728,1
1681053639,QuantificationalMatch,4,1,Yes,Quantificational,Los espias,373,5.921578419643816,1
1681044381,QuantificationalMatch,21,4,Yes,Quantificational,ninguna universitaria,1743,7.463363045520021,1
1681144735,QuantificationalMatch,18,12,Yes,Quantificational,de,442,6.091309882077698,1
1681044381,QuantificationalMatch,21,6,Yes,Quantificational,para,582,6.366470447731438,1
1681236048,QuantificationalMatch,19,1,Yes,Quantificational,Las camareras,430,6.063785208687608,1
1681301571,QuantificationalMatch,17,1,Yes,Quantificational,Las futbolistas,241,5.484796933490655,1
1681301571,QuantificationalMatch,17,2,Yes,Quantificational,a las,254,5.537334267018537,1
1681044381,QuantificationalMatch,5,3,Yes,Quantificational,que,695,6.543911845564792,1
1681135988,QuantificationalMatch,14,9,Yes,Quantificational,echar,257,5.54907608489522,1
1681236048,QuantificationalMatch,15,6,Yes,Quantificational,en,306,5.723585101952381,1
1681135974,QuantificationalMatch,10,10,Yes,Quantificational,durante,426,6.054439346269371,1
1681236048,QuantificationalMatch,15,5,Yes,Quantificational,atendio,313,5.746203190540153,1
1681135988,QuantificationalMatch,18,3,Yes,Quantificational,que,285,5.652489180268651,1
1681301571,QuantificationalMatch,17,7,Yes,Quantificational,la liga,272,5.605802066295998,1
1681044051,QuantificationalMatch,23,2,Yes,Quantificational,a las,520,6.253828811575473,1
1681144735,QuantificationalMatch,2,7,Yes,Quantificational,la ambulancia,644,6.467698726104354,1
1681234822,QuantificationalMatch,15,6,Yes,Quantificational,en,383,5.948034989180646,1
1681135988,QuantificationalMatch,18,1,Yes,Quantificational,Los nietos,340,5.8289456176102075,1
1681236048,QuantificationalMatch,15,13,Yes,Quantificational,climatico.,299,5.700443573390687,1
1681044381,QuantificationalMatch,5,2,Yes,Quantificational,a las,513,6.240275845170769,1
1681135988,QuantificationalMatch,14,11,Yes,Quantificational,de Quimica,482,6.1779441140506,1
1681044381,QuantificationalMatch,5,4,Yes,Quantificational,ningun costurero,985,6.892641641172089,1
1681301571,QuantificationalMatch,13,9,Yes,Quantificational,denunciar,229,5.43372200355424,1
1681301571,QuantificationalMatch,1,5,Yes,Quantificational,conocia,224,5.4116460518550396,1
1681234822,QuantificationalMatch,19,1,Yes,Quantificational,Las camareras,425,6.052089168924417,1
1680954809,QuantificationalMatch,18,1,Yes,Quantificational,Los nietos,349,5.855071922202427,1
1681234822,QuantificationalMatch,11,3,Yes,Quantificational,que,586,6.373319789577012,1
1681144735,QuantificationalMatch,18,9,Yes,Quantificational,llamar,519,6.251903883165888,1
1681144735,QuantificationalMatch,18,11,Yes,Quantificational,el telefono,594,6.386879319362645,1
1681234822,QuantificationalMatch,11,6,Yes,Quantificational,tras,489,6.192362489474872,1
1681154492,QuantificationalMatch,3,4,Yes,Quantificational,ningun corredor,204,5.318119993844216,1
1681236048,QuantificationalMatch,15,12,Yes,Quantificational,del cambio,287,5.659482215759621,1
1681053639,QuantificationalMatch,4,8,Yes,Quantificational,lo intentaron,508,6.230481447578482,1
1681044381,QuantificationalMatch,5,1,Yes,Quantificational,Las disenadoras,647,6.472346294500901,1
1681301571,QuantificationalMatch,17,3,Yes,Quantificational,que,328,5.793013608384144,1
1681137487,QuantificationalMatch,13,11,Yes,Quantificational,el Comite,262,5.568344503761097,1
1681053639,QuantificationalMatch,4,3,Yes,Quantificational,que,348,5.8522024797744745,1
1681301571,QuantificationalMatch,1,4,Yes,Quantificational,ningun chico,197,5.2832037287379885,1
1681135974,QuantificationalMatch,10,9,Yes,Quantificational,abuchear,539,6.289715570908998,1
1681144735,QuantificationalMatch,2,4,Yes,Quantificational,ningun enfermero,592,6.3835066348840055,1
1681044051,QuantificationalMatch,23,1,Yes,Quantificational,Las bailarinas,1396,7.241366283322318,1
1681144735,QuantificationalMatch,2,6,Yes,Quantificational,en,979,6.88653164253051,1
1681234822,QuantificationalMatch,15,1,Yes,Quantificational,Los biologos,418,6.035481432524756,1
1681234822,QuantificationalMatch,11,9,Yes,Quantificational,a despistar,578,6.359573868672378,1
1681144735,QuantificationalMatch,2,2,Yes,Quantificational,a los,550,6.309918278226516,1
1681301571,QuantificationalMatch,13,13,Yes,Quantificational,Humanos.,396,5.981414211254481,1
1681044051,QuantificationalMatch,23,8,Yes,Quantificational,la deberian,359,5.883322388488279,1
1681137487,QuantificationalMatch,13,9,Yes,Quantificational,denunciar,276,5.62040086571715,1
1681301571,QuantificationalMatch,17,6,Yes,Quantificational,en,338,5.823045895483019,1
1681301571,QuantificationalMatch,17,5,Yes,Quantificational,patrocina,565,6.336825731146441,1
1681053639,QuantificationalMatch,4,2,Yes,Quantificational,a los,374,5.924255797414532,1
1681044051,QuantificationalMatch,23,12,Yes,Quantificational,de ballet.,759,6.63200177739563,1
1681236048,QuantificationalMatch,19,2,Yes,Quantificational,a las,389,5.963579343618446,1
1681236048,QuantificationalMatch,19,3,Yes,Quantificational,que,332,5.805134968916488,1
1681044381,QuantificationalMatch,5,13,Yes,Quantificational,la coleccion,464,6.139884552226255,1
1681135974,QuantificationalMatch,18,3,Yes,Quantificational,que,406,6.0063531596017325,1
1681044051,QuantificationalMatch,23,4,Yes,Quantificational,ninguna espectadora,880,6.779921907472252,1
1681135974,QuantificationalMatch,14,2,Yes,Quantificational,a los,669,6.505784060128229,1
1681144735,QuantificationalMatch,2,3,Yes,Quantificational,que,706,6.559615237493242,1
1681236048,QuantificationalMatch,15,8,Yes,Quantificational,la intentaron,317,5.75890177387728,1
1681044051,QuantificationalMatch,23,9,Yes,Quantificational,reganar,918,6.822197390620491,1
1681137487,QuantificationalMatch,13,10,Yes,Quantificational,ante,287,5.659482215759621,1
1681301571,QuantificationalMatch,13,8,Yes,Quantificational,la quieren,247,5.5093883366279774,1
1681234822,QuantificationalMatch,15,13,Yes,Quantificational,climatico.,379,5.937536205082426,1
1681301571,QuantificationalMatch,1,3,Yes,Quantificational,que,212,5.356586274672012,1
1681234822,QuantificationalMatch,11,1,Yes,Quantificational,Las asesinos,776,6.654152520183219,1
1680954809,QuantificationalMatch,18,2,Yes,Quantificational,a los,296,5.69035945432406,1
1681301571,QuantificationalMatch,21,7,Yes,Quantificational,la revista,285,5.652489180268651,1
1681234822,QuantificationalMatch,11,5,Yes,Quantificational,atrapo,598,6.393590753950631,1
1681137579,QuantificationalMatch,5,1,Yes,Quantificational,Las disenadoras,497,6.208590026096629,1
1681234822,QuantificationalMatch,11,7,Yes,Quantificational,la persecucion,488,6.1903154058531475,1
1681135974,QuantificationalMatch,14,3,Yes,Quantificational,que,643,6.466144724237619,1
1681053639,QuantificationalMatch,4,7,Yes,Quantificational,navideno,1936,7.568379267836522,1
1681137487,QuantificationalMatch,13,7,Yes,Quantificational,el ascenso,268,5.5909869805108565,1
1681135988,QuantificationalMatch,14,12,Yes,Quantificational,organica.,425,6.052089168924417,1
1681301571,QuantificationalMatch,17,4,Yes,Quantificational,ninguna inversora,624,6.436150368369428,1
1681301571,QuantificationalMatch,21,6,Yes,Quantificational,para,313,5.746203190540153,1
1681236048,QuantificationalMatch,15,4,Yes,Quantificational,ninguna presidenta,313,5.746203190540153,1
1681053639,QuantificationalMatch,24,11,Yes,Quantificational,la proxima,574,6.352629396319567,1
1681144735,QuantificationalMatch,10,1,Yes,Quantificational,Las admiradoras,796,6.679599185844383,1
1681144735,QuantificationalMatch,2,5,Yes,Quantificational,ayudo,409,6.013715156042802,1
1681234822,QuantificationalMatch,11,13,Yes,Quantificational,el correo.,656,6.486160788944089,1
1681236048,QuantificationalMatch,3,5,Yes,Quantificational,felicito,1826,7.509883061154913,1
1681144735,QuantificationalMatch,2,8,Yes,Quantificational,lo deberian,769,6.645090969505644,1
1681144735,QuantificationalMatch,18,13,Yes,Quantificational,la escuela.,677,6.517671272912275,1
1681044381,QuantificationalMatch,21,3,Yes,Quantificational,que,441,6.089044875446846,1
1681044381,QuantificationalMatch,13,3,Yes,Quantificational,que,377,5.932245187448011,1
1681137487,QuantificationalMatch,13,8,Yes,Quantificational,la quieren,245,5.501258210544727,1
1681301571,QuantificationalMatch,13,7,Yes,Quantificational,el ascenso,302,5.71042701737487,1
1681044381,QuantificationalMatch,21,12,Yes,Quantificational,artistas.,616,6.423246963533519,1
1681044051,QuantificationalMatch,23,11,Yes,Quantificational,del espectaculo,559,6.326149473155099,1
1681135974,QuantificationalMatch,14,5,Yes,Quantificational,escucho,843,6.736966958001855,1
1681044381,QuantificationalMatch,5,8,Yes,Quantificational,lo quieren,496,6.206575926724928,1
1681044381,QuantificationalMatch,5,9,Yes,Quantificational,sabotear,527,6.267200548541362,1
1681044381,QuantificationalMatch,5,12,Yes,Quantificational,de,431,6.066108090103747,1
1681236048,QuantificationalMatch,19,6,Yes,Quantificational,el mes,343,5.8377304471659395,1
1681301571,QuantificationalMatch,17,8,Yes,Quantificational,la van,307,5.726847747587197,1
1681234822,QuantificationalMatch,15,7,Yes,Quantificational,la conferencia,339,5.82600010738045,1
1681234822,QuantificationalMatch,15,8,Yes,Quantificational,la intentaron,356,5.87493073085203,1
1681044381,QuantificationalMatch,21,7,Yes,Quantificational,la revista,545,6.300785794663244,1
1681144735,QuantificationalMatch,22,1,Yes,Quantificational,Los musicos,411,6.018593214496234,1
1681044051,QuantificationalMatch,23,10,Yes,Quantificational,despues,439,6.0844994130751715,1
1681144735,QuantificationalMatch,22,2,Yes,Quantificational,a los,267,5.58724865840025,1
1681044381,QuantificationalMatch,17,6,Yes,Quantificational,en,416,6.030685260261263,0
1681301571,QuantificationalMatch,21,5,Yes,Quantificational,fotografio,608,6.410174881966167,1
1681236048,QuantificationalMatch,23,4,Yes,Quantificational,ninguna espectadora,736,6.601230118728877,1
1681236048,QuantificationalMatch,11,3,Yes,Quantificational,que,376,5.929589143389895,1
1681236048,QuantificationalMatch,11,4,Yes,Quantificational,ningun investigador,356,5.87493073085203,1
1681236048,QuantificationalMatch,11,5,Yes,Quantificational,atrapo,437,6.07993319509559,1
1681154492,QuantificationalMatch,19,10,Yes,Quantificational,ante,328,5.793013608384144,1
1681137579,QuantificationalMatch,5,2,Yes,Quantificational,a las,509,6.2324480165505225,1
1681236048,QuantificationalMatch,11,7,Yes,Quantificational,la persecucion,353,5.8664680569332965,1
1681044051,QuantificationalMatch,23,7,Yes,Quantificational,la funcion,400,5.991464547107982,1
1681137487,QuantificationalMatch,13,6,Yes,Quantificational,para,266,5.583496308781699,1
1681044381,QuantificationalMatch,21,11,Yes,Quantificational,para jovenes,655,6.484635235635252,1
1681301571,QuantificationalMatch,1,2,Yes,Quantificational,a las,226,5.420534999272286,1
1681236048,QuantificationalMatch,15,3,Yes,Quantificational,que,293,5.680172609017068,1
1681135974,QuantificationalMatch,10,8,Yes,Quantificational,lo deberian,540,6.29156913955832,1
1681053639,QuantificationalMatch,24,10,Yes,Quantificational,durante,384,5.950642552587727,1
1681234822,QuantificationalMatch,11,11,Yes,Quantificational,pistas falsas,642,6.464588303689961,1
1680954397,QuantificationalMatch,9,11,Yes,Quantificational,los tramites,252,5.529429087511423,1
1681228530,QuantificationalMatch,5,12,Yes,Quantificational,de,504,6.222576268071369,1
1680954397,QuantificationalMatch,9,12,Yes,Quantificational,del divorcio.,282,5.641907070938114,1
1681234822,QuantificationalMatch,15,2,Yes,Quantificational,a los,351,5.860786223465865,1
1681044051,QuantificationalMatch,23,5,Yes,Quantificational,aplaudio,2713,7.905810312658931,1
1681234822,QuantificationalMatch,11,8,Yes,Quantificational,lo van,644,6.467698726104354,1
1681144735,QuantificationalMatch,2,12,Yes,Quantificational,de emergencias.,547,6.304448802421981,1
1681131886,QuantificationalMatch,7,10,Yes,Quantificational,antes de,816,6.704414354964107,1
1681044381,QuantificationalMatch,21,10,Yes,Quantificational,del concurso,832,6.723832440821209,1
1681302079,QuantificationalMatch,18,6,Yes,Quantificational,desde,270,5.598421958998375,1
1681135974,QuantificationalMatch,14,4,Yes,Quantificational,ninguna alumna,802,6.687108607866515,1
1681302079,QuantificationalMatch,18,8,Yes,Quantificational,la intentaron,247,5.5093883366279774,1
1681302079,QuantificationalMatch,18,9,Yes,Quantificational,llamar,327,5.7899601708972535,1
1681302079,QuantificationalMatch,18,10,Yes,Quantificational,desde,382,5.945420608606575,1
1681044381,QuantificationalMatch,5,10,Yes,Quantificational,durante,456,6.1224928095143865,1
1681044381,QuantificationalMatch,5,11,Yes,Quantificational,el desfile,497,6.208590026096629,1
1681144735,QuantificationalMatch,22,9,Yes,Quantificational,golpear,483,6.180016653652572,1
1681301571,QuantificationalMatch,17,9,Yes,Quantificational,a invitar,284,5.648974238161206,1
1681044051,QuantificationalMatch,23,6,Yes,Quantificational,durante,479,6.171700597410915,1
1681135974,QuantificationalMatch,10,3,Yes,Quantificational,que,587,6.375024819828097,1
1681044381,QuantificationalMatch,21,8,Yes,Quantificational,la quieren,695,6.543911845564792,1
1681302079,QuantificationalMatch,18,5,Yes,Quantificational,ve,248,5.5134287461649825,1
1681147425,QuantificationalMatch,18,3,Yes,Quantificational,que,362,5.8916442118257715,1
1681044381,QuantificationalMatch,17,4,Yes,Quantificational,ninguna inversora,896,6.79794041297493,0
1681044381,QuantificationalMatch,17,7,Yes,Quantificational,la liga,544,6.298949246855942,0
1681144735,QuantificationalMatch,18,3,Yes,Quantificational,que,299,5.700443573390687,1
1681236048,QuantificationalMatch,23,5,Yes,Quantificational,aplaudio,1589,7.370860166536716,1
1681236048,QuantificationalMatch,23,6,Yes,Quantificational,durante,630,6.4457198193855785,1
1680954397,QuantificationalMatch,13,13,Yes,Quantificational,Humanos.,297,5.6937321388027,1
1681144735,QuantificationalMatch,18,7,Yes,Quantificational,Ano Nuevo,675,6.51471269087253,1
1681154492,QuantificationalMatch,19,11,Yes,Quantificational,el inspector,380,5.940171252720432,1
1681236048,QuantificationalMatch,23,9,Yes,Quantificational,reganar,547,6.304448802421981,1
1681144735,QuantificationalMatch,2,11,Yes,Quantificational,sanitario,767,6.642486801367256,1
1681302079,QuantificationalMatch,18,4,Yes,Quantificational,ninguna abuela,394,5.976350909297934,1
1681135974,QuantificationalMatch,10,4,Yes,Quantificational,ningun actor,741,6.608000625296087,1
1681044381,QuantificationalMatch,21,9,Yes,Quantificational,descalificar,1066,6.97166860472579,1
1681137487,QuantificationalMatch,13,5,Yes,Quantificational,considero,287,5.659482215759621,1
1681135974,QuantificationalMatch,10,7,Yes,Quantificational,la premier,1658,7.4133673356952405,1
1681137579,QuantificationalMatch,13,4,Yes,Quantificational,ninguna directora,482,6.1779441140506,1
1681135974,QuantificationalMatch,2,8,Yes,Quantificational,lo deberian,615,6.421622267806518,1
1681234822,QuantificationalMatch,11,12,Yes,Quantificational,en,677,6.517671272912275,1
1681236048,QuantificationalMatch,11,13,Yes,Quantificational,el correo.,319,5.765191102784844,1
1681236048,QuantificationalMatch,15,1,Yes,Quantificational,Los biologos,334,5.811140992976701,1
1681053941,QuantificationalMatch,23,10,Yes,Quantificational,despues,301,5.707110264748875,1
1681144735,QuantificationalMatch,2,9,Yes,Quantificational,expulsar,864,6.761572768804055,1
1681137579,QuantificationalMatch,5,3,Yes,Quantificational,que,435,6.075346031088684,1
1681053639,QuantificationalMatch,24,5,Yes,Quantificational,diagnostico,348,5.8522024797744745,1
1681131886,QuantificationalMatch,7,8,Yes,Quantificational,lo deberian,808,6.694562058521095,1
1681131886,QuantificationalMatch,7,9,Yes,Quantificational,contactar,808,6.694562058521095,1
1681053639,QuantificationalMatch,16,3,Yes,Quantificational,que,469,6.150602768446279,1
1681302079,QuantificationalMatch,18,7,Yes,Quantificational,Ano Nuevo,236,5.4638318050256105,1
1681044381,QuantificationalMatch,13,4,Yes,Quantificational,ninguna directora,968,6.875232087276577,1
1681301571,QuantificationalMatch,9,2,Yes,Quantificational,a las,244,5.497168225293202,1
1681137487,QuantificationalMatch,17,1,Yes,Quantificational,Las futbolistas,541,6.293419278846481,1
1681302079,QuantificationalMatch,18,11,Yes,Quantificational,el telefono,563,6.333279628139691,1
1681302079,QuantificationalMatch,18,12,Yes,Quantificational,de,382,5.945420608606575,1
1681234822,QuantificationalMatch,19,2,Yes,Quantificational,a las,387,5.958424693029782,1
1681236048,QuantificationalMatch,19,7,Yes,Quantificational,pasado,341,5.831882477283517,1
1681144735,QuantificationalMatch,2,10,Yes,Quantificational,del equipo,798,6.682108597449809,1
1681302079,QuantificationalMatch,18,3,Yes,Quantificational,que,225,5.41610040220442,1
1681044381,QuantificationalMatch,17,1,Yes,Quantificational,Las futbolistas,560,6.327936783729195,0
1681301571,QuantificationalMatch,1,1,Yes,Quantificational,Las profesoras,248,5.5134287461649825,1
1681147425,QuantificationalMatch,18,2,Yes,Quantificational,a los,382,5.945420608606575,1
1681044381,QuantificationalMatch,17,3,Yes,Quantificational,que,537,6.285998094508865,0
1681147425,QuantificationalMatch,18,4,Yes,Quantificational,ninguna abuela,357,5.877735781779639,1
1681301571,QuantificationalMatch,21,4,Yes,Quantificational,ninguna universitaria,259,5.556828061699537,1
1681144735,QuantificationalMatch,18,4,Yes,Quantificational,ninguna abuela,491,6.19644412779452,1
1681144735,QuantificationalMatch,18,5,Yes,Quantificational,ve,455,6.12029741895095,1
1681144735,QuantificationalMatch,18,6,Yes,Quantificational,desde,463,6.137727054086234,1
1681144735,QuantificationalMatch,6,11,Yes,Quantificational,la Policia,781,6.660575149839686,1
1681236048,QuantificationalMatch,23,8,Yes,Quantificational,la deberian,549,6.3080984415095305,1
1681137579,QuantificationalMatch,1,10,Yes,Quantificational,ante,368,5.908082938168931,1
1681137579,QuantificationalMatch,1,11,Yes,Quantificational,el prestigioso,252,5.529429087511423,1
1681137579,QuantificationalMatch,1,12,Yes,Quantificational,grupo,274,5.6131281063880705,1
1681053639,QuantificationalMatch,24,6,Yes,Quantificational,tras,376,5.929589143389895,1
1681135974,QuantificationalMatch,10,5,Yes,Quantificational,saludo,1193,7.084226422097916,1
1681135974,QuantificationalMatch,10,6,Yes,Quantificational,en,538,6.2878585601617845,1
1681053639,QuantificationalMatch,24,9,Yes,Quantificational,a despedir,355,5.872117789475416,1
1680954397,QuantificationalMatch,9,9,Yes,Quantificational,contratar,271,5.602118820879701,1
1681228530,QuantificationalMatch,5,10,Yes,Quantificational,durante,1414,7.254177846456518,1
1681228530,QuantificationalMatch,5,11,Yes,Quantificational,el desfile,700,6.551080335043404,1
1681135974,QuantificationalMatch,2,9,Yes,Quantificational,expulsar,568,6.342121418721152,1
1681236048,QuantificationalMatch,3,3,Yes,Quantificational,que,404,6.0014148779611505,1
1681236048,QuantificationalMatch,3,4,Yes,Quantificational,ningun corredor,1636,7.400009517162692,1
1681234822,QuantificationalMatch,15,3,Yes,Quantificational,que,331,5.802118375377063,1
1681302079,QuantificationalMatch,18,2,Yes,Quantificational,a los,382,5.945420608606575,1
1681228530,QuantificationalMatch,9,3,Yes,Quantificational,que,503,6.220590170099739,1
1681053941,QuantificationalMatch,3,2,Yes,Quantificational,a las,367,5.905361848054571,1
1681053941,QuantificationalMatch,3,3,Yes,Quantificational,que,289,5.666426688112432,1
1681053941,QuantificationalMatch,3,4,Yes,Quantificational,ningun corredor,400,5.991464547107982,1
1681131886,QuantificationalMatch,7,11,Yes,Quantificational,la junta,608,6.410174881966167,1
1681053941,QuantificationalMatch,3,6,Yes,Quantificational,en,317,5.75890177387728,1
1681053941,QuantificationalMatch,3,7,Yes,Quantificational,el podium,263,5.572154032177765,1
1681236048,QuantificationalMatch,7,2,Yes,Quantificational,a las,396,5.981414211254481,1
1681137487,QuantificationalMatch,17,2,Yes,Quantificational,a las,812,6.699500340161678,1
1681137487,QuantificationalMatch,17,3,Yes,Quantificational,que,492,6.198478716492308,1
1681137487,QuantificationalMatch,17,4,Yes,Quantificational,ninguna inversora,510,6.234410725718371,1
1681135988,QuantificationalMatch,18,4,Yes,Quantificational,ninguna abuela,235,5.459585514144159,1
1681301571,QuantificationalMatch,17,10,Yes,Quantificational,al partido,258,5.552959584921617,1
1681154492,QuantificationalMatch,15,13,Yes,Quantificational,climatico.,280,5.634789603169249,1
1681236048,QuantificationalMatch,19,10,Yes,Quantificational,ante,334,5.811140992976701,1
1681154492,QuantificationalMatch,19,1,Yes,Quantificational,Las camareras,580,6.363028103540465,1
1681301571,QuantificationalMatch,17,13,Yes,Quantificational,aleman.,309,5.733341276897746,1
1681135974,QuantificationalMatch,18,5,Yes,Quantificational,ve,485,6.184148890937483,1
1681302079,QuantificationalMatch,10,6,Yes,Quantificational,en,190,5.247024072160486,1
1681302079,QuantificationalMatch,10,7,Yes,Quantificational,la premier,260,5.560681631015528,1
1681301571,QuantificationalMatch,21,3,Yes,Quantificational,que,263,5.572154032177765,1
1680954809,QuantificationalMatch,14,12,Yes,Quantificational,organica.,434,6.073044534100405,1
1681144735,QuantificationalMatch,6,10,Yes,Quantificational,contra,493,6.20050917404269,1
1681147425,QuantificationalMatch,18,7,Yes,Quantificational,Ano Nuevo,422,6.045005314036012,1
1681144735,QuantificationalMatch,18,8,Yes,Quantificational,la intentaron,666,6.501289670540389,1
1681314313,QuantificationalMatch,9,12,Yes,Quantificational,del divorcio.,432,6.068425588244111,1
1681137579,QuantificationalMatch,21,12,Yes,Quantificational,artistas.,354,5.869296913133774,1
1681236048,QuantificationalMatch,23,10,Yes,Quantificational,despues,502,6.218600119691729,1
1681137579,QuantificationalMatch,1,13,Yes,Quantificational,de debate.,269,5.594711379601839,1
1681053639,QuantificationalMatch,24,7,Yes,Quantificational,varias sesiones,1197,7.087573705557973,1
1681053639,QuantificationalMatch,24,8,Yes,Quantificational,la van,358,5.8805329864007,1
1680954397,QuantificationalMatch,9,10,Yes,Quantificational,para,262,5.568344503761097,1
1681234822,QuantificationalMatch,11,10,Yes,Quantificational,mediante,600,6.396929655216146,1
1681236048,QuantificationalMatch,11,11,Yes,Quantificational,pistas falsas,379,5.937536205082426,1
1681236048,QuantificationalMatch,11,12,Yes,Quantificational,en,388,5.961005339623274,1
1681154620,QuantificationalMatch,10,5,Yes,Quantificational,saludo,304,5.717027701406222,1
1681154620,QuantificationalMatch,10,6,Yes,Quantificational,en,312,5.7430031878094825,1
1681144735,QuantificationalMatch,10,2,Yes,Quantificational,a las,400,5.991464547107982,1
1681053941,QuantificationalMatch,23,11,Yes,Quantificational,del espectaculo,313,5.746203190540153,1
1681053941,QuantificationalMatch,23,12,Yes,Quantificational,de ballet.,379,5.937536205082426,1
1681053941,QuantificationalMatch,3,1,Yes,Quantificational,Las atletas,276,5.62040086571715,1
1681144735,QuantificationalMatch,10,6,Yes,Quantificational,en,520,6.253828811575473,1
1681144735,QuantificationalMatch,10,7,Yes,Quantificational,la premier,389,5.963579343618446,1
1681135974,QuantificationalMatch,22,5,Yes,Quantificational,admitio,555,6.318968113746434,1
1681053941,QuantificationalMatch,3,5,Yes,Quantificational,felicito,329,5.796057750765372,1
1681236048,QuantificationalMatch,7,1,Yes,Quantificational,Las mujeres,434,6.073044534100405,1
1681144735,QuantificationalMatch,10,11,Yes,Quantificational,el proximo,517,6.248042874508429,1
1681131886,QuantificationalMatch,7,12,Yes,Quantificational,del jueves.,576,6.3561076606958915,1
1681044381,QuantificationalMatch,13,5,Yes,Quantificational,considero,438,6.082218910376446,1
1681044381,QuantificationalMatch,13,6,Yes,Quantificational,para,402,5.996452088619021,1
1681236048,QuantificationalMatch,7,6,Yes,Quantificational,en,393,5.973809611869261,1
1681137487,QuantificationalMatch,17,5,Yes,Quantificational,patrocina,475,6.163314804034641,1
1681236048,QuantificationalMatch,19,8,Yes,Quantificational,la quieren,353,5.8664680569332965,1
1681301571,QuantificationalMatch,17,11,Yes,Quantificational,contra,328,5.793013608384144,1
1681044381,QuantificationalMatch,13,13,Yes,Quantificational,Humanos.,456,6.1224928095143865,1
1681301571,QuantificationalMatch,17,12,Yes,Quantificational,el equipo,337,5.820082930352362,1
1681044381,QuantificationalMatch,17,2,Yes,Quantificational,a las,600,6.396929655216146,0
1681044051,QuantificationalMatch,15,6,Yes,Quantificational,en,519,6.251903883165888,1
1681301571,QuantificationalMatch,21,1,Yes,Quantificational,Las modelos,245,5.501258210544727,1
1681301571,QuantificationalMatch,21,2,Yes,Quantificational,a las,279,5.631211781821365,1
1681302079,QuantificationalMatch,10,8,Yes,Quantificational,lo deberian,215,5.3706380281276624,1
1681147425,QuantificationalMatch,18,5,Yes,Quantificational,ve,415,6.028278520230698,1
1681147425,QuantificationalMatch,18,6,Yes,Quantificational,desde,422,6.045005314036012,1
1681234822,QuantificationalMatch,23,2,Yes,Quantificational,a las,263,5.572154032177765,1
